"","iid","gender","match","samerace","age_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","prob_o","age","undergra","mn_sat","tuition","imprace","imprelig","goal","date","go_out","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","attr","sinc","intel","fun","amb","shar","prob","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","imprelig_o","imprace_o","goal_o","date_o","go_out_o","sports_o","tvsports_o","exercise_o","dining_o","museums_o","art_o","hiking_o","gaming_o","clubbing_o","reading_o","tv_o","theater_o","movies_o","concerts_o","music_o","shopping_o","yoga_o","exphappy_o"
"903",65,0,0,0,26,25,10,20,20,15,10,7,7,7,7,7,8,3,23,"","","",6,3,2,5,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6,7,17,17,17,17,17,15,20,18,18,14,15,15,7,9,9,8,9,7,7,8,7,7,6,5,17,17,17,17,17,17,8,9,8,9,9,1,5,5,2,1,9,4,9,5,7,5,7,5,5,8,3,7,8,5,8,5,6,3
"904",65,0,0,0,21,60,15,0,15,0,10,8,8,9,9,8,6,1,23,"","","",6,3,2,5,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6,7,17,17,17,17,17,15,20,18,18,14,15,15,7,9,9,8,9,5,7,7,5,7,5,4,17,17,17,17,17,17,8,9,8,9,9,7,6,5,6,2,9,10,6,4,3,3,7,6,7,7,8,3,10,6,8,2,1,9
"905",65,0,0,0,22,21,20,19,20,10,10,5,7,7,7,6,7,7,23,"","","",6,3,2,5,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6,7,17,17,17,17,17,15,20,18,18,14,15,15,7,9,9,8,9,7,7,7,7,6,7,5,17,17,17,17,17,17,8,9,8,9,9,1,8,5,6,1,8,3,7,10,6,6,7,2,9,5,6,7,7,6,8,8,4,7
"906",65,0,0,0,22,30,10,20,30,0,10,6,8,7,7,6,5,5,23,"","","",6,3,2,5,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6,7,17,17,17,17,17,15,20,18,18,14,15,15,7,9,9,8,9,7,7,7,8,8,5,6,17,17,17,17,17,17,8,9,8,9,9,3,7,6,4,2,9,9,7,6,5,4,4,6,6,5,5,5,7,7,6,4,1,2
"907",65,0,0,0,25,30,0,30,30,10,0,7,9,8,9,5,6,3,23,"","","",6,3,2,5,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6,7,17,17,17,17,17,15,20,18,18,14,15,15,7,9,9,8,9,7,7,7,7,7,5,6,17,17,17,17,17,17,8,9,8,9,9,1,3,5,7,2,8,3,5,9,10,10,9,6,8,10,2,9,10,8,8,3,5,9
"908",65,0,0,1,24,20,20,20,20,10,10,6,7,6,8,6,5,7,23,"","","",6,3,2,5,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6,7,17,17,17,17,17,15,20,18,18,14,15,15,7,9,9,8,9,5,8,7,6,8,5,4,17,17,17,17,17,17,8,9,8,9,9,3,3,6,5,3,8,2,8,7,7,7,7,5,9,8,8,5,7,6,8,5,5,5
"909",66,1,0,0,23,17,18,18,15,17,15,2,6,2,3,2,3,5,29,"","","",1,1,2,6,4,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,5,20,25,15,15,53,20,15,20,20,20,10,15,6,7,7,8,8,7,6,6,7,9,5,6,20,20,20,20,10,10,6,7,10,7,8,9,10,1,3,1,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4,3
"910",66,1,0,0,22,10,20,20,20,15,15,8,7,7,7,7,7,7,29,"","","",1,1,2,6,4,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,5,20,25,15,15,53,20,15,20,20,20,10,15,6,7,7,8,8,4,7,7,6,6,5,5,20,20,20,20,10,10,6,7,10,7,8,10,10,3,5,2,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9,9
"913",66,1,1,0,29,5,20,25,15,15,20,9,10,10,5,0,0,5,29,"","","",1,1,2,6,4,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,5,20,25,15,15,53,20,15,20,20,20,10,15,6,7,7,8,8,5,8,7,8,8,6,6,20,20,20,20,10,10,6,7,10,7,8,10,3,4,6,2,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5,4
"914",66,1,0,0,28,15,15,20,15,15,20,5,8,7,8,8,3,4,29,"","","",1,1,2,6,4,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,5,20,25,15,15,53,20,15,20,20,20,10,15,6,7,7,8,8,3,6,0,5,6,5,6,20,20,20,20,10,10,6,7,10,7,8,5,1,1,5,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7,5
"915",66,1,0,1,26,30,10,20,20,10,10,6,7,7,7,8,6,7,29,"","","",1,1,2,6,4,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,5,20,25,15,15,53,20,15,20,20,20,10,15,6,7,7,8,8,9,8,8,8,7,5,5,20,20,20,20,10,10,6,7,10,7,8,1,1,2,7,2,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,5
"916",66,1,0,0,24,5,15,45,25,0,10,2,7,7,5,4,2,5,29,"","","",1,1,2,6,4,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,5,20,25,15,15,53,20,15,20,20,20,10,15,6,7,7,8,8,2,6,7,5,6,4,6,20,20,20,20,10,10,6,7,10,7,8,3,1,3,6,1,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,6
"917",66,1,0,0,27,10,25,25,10,10,20,7,7,8,6,8,5,5,29,"","","",1,1,2,6,4,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,5,20,25,15,15,53,20,15,20,20,20,10,15,6,7,7,8,8,4,6,6,5,4,4,5,20,20,20,20,10,10,6,7,10,7,8,3,6,2,6,5,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5,3
"918",66,1,0,0,23,17,17,17,17,17,15,6,7,8,7,8,6,6,29,"","","",1,1,2,6,4,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,5,20,25,15,15,53,20,15,20,20,20,10,15,6,7,7,8,8,8,8,8,8,6,8,7,20,20,20,20,10,10,6,7,10,7,8,3,6,2,5,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6,7
"919",67,1,0,0,23,17,18,18,15,17,15,3,9,9,7,9,7,6,22,"","","",1,1,6,5,2,9,9,6,7,6,6,4,4,4,6,6,3,9,9,9,2,1,5,20,15,20,20,5,10,17,20,17,20,11,15,5,7,6,7,7,8,8,7,7,7,5,5,30,10,10,30,10,10,7,7,7,8,8,9,10,1,3,1,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4,3
"920",67,1,0,0,22,10,20,20,20,15,15,8,8,8,7,8,1,5,22,"","","",1,1,6,5,2,9,9,6,7,6,6,4,4,4,6,6,3,9,9,9,2,1,5,20,15,20,20,5,10,17,20,17,20,11,15,5,7,6,7,7,5,10,7,5,4,1,1,30,10,10,30,10,10,7,7,7,8,8,10,10,3,5,2,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9,9
"923",67,1,0,1,29,5,20,25,15,15,20,7,10,10,3,0,3,2,22,"","","",1,1,6,5,2,9,9,6,7,6,6,4,4,4,6,6,3,9,9,9,2,1,5,20,15,20,20,5,10,17,20,17,20,11,15,5,7,6,7,7,6,6,5,10,7,6,5,30,10,10,30,10,10,7,7,7,8,8,10,3,4,6,2,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5,4
"924",67,1,0,0,28,15,15,20,15,15,20,6,8,7,8,7,3,4,22,"","","",1,1,6,5,2,9,9,6,7,6,6,4,4,4,6,6,3,9,9,9,2,1,5,20,15,20,20,5,10,17,20,17,20,11,15,5,7,6,7,7,0,6,5,4,3,2,5,30,10,10,30,10,10,7,7,7,8,8,5,1,1,5,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7,5
"925",67,1,1,0,26,30,10,20,20,10,10,8,9,9,9,8,8,8,22,"","","",1,1,6,5,2,9,9,6,7,6,6,4,4,4,6,6,3,9,9,9,2,1,5,20,15,20,20,5,10,17,20,17,20,11,15,5,7,6,7,7,10,10,10,10,10,10,10,30,10,10,30,10,10,7,7,7,8,8,1,1,2,7,2,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,5
"926",67,1,1,0,24,5,15,45,25,0,10,7,7,7,5,5,5,5,22,"","","",1,1,6,5,2,9,9,6,7,6,6,4,4,4,6,6,3,9,9,9,2,1,5,20,15,20,20,5,10,17,20,17,20,11,15,5,7,6,7,7,5,5,5,5,5,5,5,30,10,10,30,10,10,7,7,7,8,8,3,1,3,6,1,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,6
"927",67,1,0,0,27,10,25,25,10,10,20,7,7,7,6,5,5,5,22,"","","",1,1,6,5,2,9,9,6,7,6,6,4,4,4,6,6,3,9,9,9,2,1,5,20,15,20,20,5,10,17,20,17,20,11,15,5,7,6,7,7,6,6,8,6,7,6,5,30,10,10,30,10,10,7,7,7,8,8,3,6,2,6,5,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5,3
"928",67,1,0,1,23,17,17,17,17,17,15,6,7,7,7,7,6,5,22,"","","",1,1,6,5,2,9,9,6,7,6,6,4,4,4,6,6,3,9,9,9,2,1,5,20,15,20,20,5,10,17,20,17,20,11,15,5,7,6,7,7,7,6,7,8,7,7,5,30,10,10,30,10,10,7,7,7,8,8,3,6,2,5,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6,7
"930",68,1,0,0,22,10,20,20,20,15,15,7,6,9,7,7,7,7,27,"","","",1,1,5,4,3,3,2,2,7,8,8,3,3,7,10,7,5,9,7,7,7,1,5,21,17,22,20,8,13,18,15,17,14,20,16,6,8,7,8,8,5,6,6,5,5,4,0,25,10,20,20,5,20,6,7,8,9,8,10,10,3,5,2,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9,9
"933",68,1,0,0,29,5,20,25,15,15,20,5,1,9,1,1,1,1,27,"","","",1,1,5,4,3,3,2,2,7,8,8,3,3,7,10,7,5,9,7,7,7,1,5,21,17,22,20,8,13,18,15,17,14,20,16,6,8,7,8,8,3,6,5,4,6,4,5,25,10,20,20,5,20,6,7,8,9,8,10,3,4,6,2,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5,4
"934",68,1,0,0,28,15,15,20,15,15,20,7,7,8,7,8,6,3,27,"","","",1,1,5,4,3,3,2,2,7,8,8,3,3,7,10,7,5,9,7,7,7,1,5,21,17,22,20,8,13,18,15,17,14,20,16,6,8,7,8,8,4,6,6,5,5,2,0,25,10,20,20,5,20,6,7,8,9,8,5,1,1,5,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7,5
"935",68,1,0,0,26,30,10,20,20,10,10,6,7,7,5,6,6,5,27,"","","",1,1,5,4,3,3,2,2,7,8,8,3,3,7,10,7,5,9,7,7,7,1,5,21,17,22,20,8,13,18,15,17,14,20,16,6,8,7,8,8,8,7,6,5,5,4,3,25,10,20,20,5,20,6,7,8,9,8,1,1,2,7,2,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,5
"936",68,1,0,0,24,5,15,45,25,0,10,7,7,8,5,5,5,3,27,"","","",1,1,5,4,3,3,2,2,7,8,8,3,3,7,10,7,5,9,7,7,7,1,5,21,17,22,20,8,13,18,15,17,14,20,16,6,8,7,8,8,4,7,7,6,5,3,5,25,10,20,20,5,20,6,7,8,9,8,3,1,3,6,1,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,6
"937",68,1,0,0,27,10,25,25,10,10,20,4,5,7,4,5,3,2,27,"","","",1,1,5,4,3,3,2,2,7,8,8,3,3,7,10,7,5,9,7,7,7,1,5,21,17,22,20,8,13,18,15,17,14,20,16,6,8,7,8,8,3,4,6,3,7,2,0,25,10,20,20,5,20,6,7,8,9,8,3,6,2,6,5,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5,3
"938",68,1,0,0,23,17,17,17,17,17,15,7,7,7,7,7,6,5,27,"","","",1,1,5,4,3,3,2,2,7,8,8,3,3,7,10,7,5,9,7,7,7,1,5,21,17,22,20,8,13,18,15,17,14,20,16,6,8,7,8,8,6,7,6,7,5,3,5,25,10,20,20,5,20,6,7,8,9,8,3,6,2,5,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6,7
"939",69,1,1,1,23,17,18,18,15,17,15,5,10,8,5,8,6,6,28,"","","",2,2,6,6,1,10,7,5,5,3,2,1,3,9,8,2,4,7,6,7,2,1,3,50,10,30,10,0,0,20,10,40,20,10,0,5,9,5,8,8,7,5,5,7,6,0,4,60,5,15,15,0,0,5,8,9,5,8,9,10,1,3,1,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4,3
"940",69,1,0,1,22,10,20,20,20,15,15,9,8,7,8,9,9,7,28,"","","",2,2,6,6,1,10,7,5,5,3,2,1,3,9,8,2,4,7,6,7,2,1,3,50,10,30,10,0,0,20,10,40,20,10,0,5,9,5,8,8,4,7,7,5,5,0,2,60,5,15,15,0,0,5,8,9,5,8,10,10,3,5,2,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9,9
"943",69,1,0,0,29,5,20,25,15,15,20,9,9,10,9,0,4,6,28,"","","",2,2,6,6,1,10,7,5,5,3,2,1,3,9,8,2,4,7,6,7,2,1,3,50,10,30,10,0,0,20,10,40,20,10,0,5,9,5,8,8,4,7,7,4,4,0,3,60,5,15,15,0,0,5,8,9,5,8,10,3,4,6,2,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5,4
"944",69,1,0,1,28,15,15,20,15,15,20,8,8,8,8,8,5,4,28,"","","",2,2,6,6,1,10,7,5,5,3,2,1,3,9,8,2,4,7,6,7,2,1,3,50,10,30,10,0,0,20,10,40,20,10,0,5,9,5,8,8,2,8,8,4,6,3,4,60,5,15,15,0,0,5,8,9,5,8,5,1,1,5,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7,5
"945",69,1,1,0,26,30,10,20,20,10,10,8,8,8,8,8,8,8,28,"","","",2,2,6,6,1,10,7,5,5,3,2,1,3,9,8,2,4,7,6,7,2,1,3,50,10,30,10,0,0,20,10,40,20,10,0,5,9,5,8,8,8,6,8,6,7,0,4,60,5,15,15,0,0,5,8,9,5,8,1,1,2,7,2,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,5
"946",69,1,0,0,24,5,15,45,25,0,10,6,7,8,5,6,5,5,28,"","","",2,2,6,6,1,10,7,5,5,3,2,1,3,9,8,2,4,7,6,7,2,1,3,50,10,30,10,0,0,20,10,40,20,10,0,5,9,5,8,8,1,6,8,7,9,0,3,60,5,15,15,0,0,5,8,9,5,8,3,1,3,6,1,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,6
"947",69,1,0,0,27,10,25,25,10,10,20,7,7,8,6,4,4,5,28,"","","",2,2,6,6,1,10,7,5,5,3,2,1,3,9,8,2,4,7,6,7,2,1,3,50,10,30,10,0,0,20,10,40,20,10,0,5,9,5,8,8,4,6,8,4,9,1,3,60,5,15,15,0,0,5,8,9,5,8,3,6,2,6,5,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5,3
"948",69,1,0,0,23,17,17,17,17,17,15,7,7,7,7,8,6,6,28,"","","",2,2,6,6,1,10,7,5,5,3,2,1,3,9,8,2,4,7,6,7,2,1,3,50,10,30,10,0,0,20,10,40,20,10,0,5,9,5,8,8,5,6,5,8,6,2,4,60,5,15,15,0,0,5,8,9,5,8,3,6,2,5,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6,7
"949",70,1,1,1,23,17,18,18,15,17,15,4,7,9,9,10,7,9,26,"","","",5,1,5,2,1,9,4,9,5,7,5,7,5,5,8,3,7,8,5,8,5,6,3,25,10,20,20,15,10,20,5,25,30,15,5,8,6,8,9,6,8,6,7,7,7,5,3,30,10,20,20,10,10,6,3,5,7,6,9,10,1,3,1,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4,3
"950",70,1,0,1,22,10,20,20,20,15,15,8,10,10,10,10,10,8,26,"","","",5,1,5,2,1,9,4,9,5,7,5,7,5,5,8,3,7,8,5,8,5,6,3,25,10,20,20,15,10,20,5,25,30,15,5,8,6,8,9,6,5,8,7,5,5,4,2,30,10,20,20,10,10,6,3,5,7,6,10,10,3,5,2,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9,9
"953",70,1,0,0,29,5,20,25,15,15,20,6,10,10,8,8,8,2,26,"","","",5,1,5,2,1,9,4,9,5,7,5,7,5,5,8,3,7,8,5,8,5,6,3,25,10,20,20,15,10,20,5,25,30,15,5,8,6,8,9,6,6,6,6,8,6,5,2,30,10,20,20,10,10,6,3,5,7,6,10,3,4,6,2,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5,4
"954",70,1,0,1,28,15,15,20,15,15,20,6,5,6,8,8,4,2,26,"","","",5,1,5,2,1,9,4,9,5,7,5,7,5,5,8,3,7,8,5,8,5,6,3,25,10,20,20,15,10,20,5,25,30,15,5,8,6,8,9,6,5,8,9,7,5,5,2,30,10,20,20,10,10,6,3,5,7,6,5,1,1,5,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7,5
"955",70,1,0,0,26,30,10,20,20,10,10,7,7,8,7,8,7,7,26,"","","",5,1,5,2,1,9,4,9,5,7,5,7,5,5,8,3,7,8,5,8,5,6,3,25,10,20,20,15,10,20,5,25,30,15,5,8,6,8,9,6,8,6,7,5,6,7,2,30,10,20,20,10,10,6,3,5,7,6,1,1,2,7,2,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,5
"956",70,1,0,0,24,5,15,45,25,0,10,6,6,9,8,8,5,4,26,"","","",5,1,5,2,1,9,4,9,5,7,5,7,5,5,8,3,7,8,5,8,5,6,3,25,10,20,20,15,10,20,5,25,30,15,5,8,6,8,9,6,5,7,9,7,5,4,2,30,10,20,20,10,10,6,3,5,7,6,3,1,3,6,1,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,6
"957",70,1,0,0,27,10,25,25,10,10,20,5,6,8,6,8,4,3,26,"","","",5,1,5,2,1,9,4,9,5,7,5,7,5,5,8,3,7,8,5,8,5,6,3,25,10,20,20,15,10,20,5,25,30,15,5,8,6,8,9,6,6,6,9,6,6,5,2,30,10,20,20,10,10,6,3,5,7,6,3,6,2,6,5,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5,3
"958",70,1,0,0,23,17,17,17,17,17,15,7,7,8,7,7,6,5,26,"","","",5,1,5,2,1,9,4,9,5,7,5,7,5,5,8,3,7,8,5,8,5,6,3,25,10,20,20,15,10,20,5,25,30,15,5,8,6,8,9,6,7,7,7,7,7,8,3,30,10,20,20,10,10,6,3,5,7,6,3,6,2,5,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6,7
"959",71,1,0,1,23,17,18,18,15,17,15,3,10,8,6,7,7,10,21,"","","",6,7,5,6,2,9,10,6,4,3,3,7,6,7,7,8,3,10,6,8,2,1,9,60,15,0,15,0,10,80,10,0,10,0,0,6,8,8,10,10,9,8,8,10,9,6,1,70,20,0,10,0,0,4,7,8,8,7,9,10,1,3,1,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4,3
"960",71,1,1,1,22,10,20,20,20,15,15,10,9,9,8,8,7,7,21,"","","",6,7,5,6,2,9,10,6,4,3,3,7,6,7,7,8,3,10,6,8,2,1,9,60,15,0,15,0,10,80,10,0,10,0,0,6,8,8,10,10,6,9,8,6,8,6,3,70,20,0,10,0,0,4,7,8,8,7,10,10,3,5,2,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9,9
"963",71,1,0,0,29,5,20,25,15,15,20,2,10,10,1,7,2,1,21,"","","",6,7,5,6,2,9,10,6,4,3,3,7,6,7,7,8,3,10,6,8,2,1,9,60,15,0,15,0,10,80,10,0,10,0,0,6,8,8,10,10,4,8,6,6,5,1,0,70,20,0,10,0,0,4,7,8,8,7,10,3,4,6,2,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5,4
"964",71,1,1,1,28,15,15,20,15,15,20,6,9,8,8,8,5,4,21,"","","",6,7,5,6,2,9,10,6,4,3,3,7,6,7,7,8,3,10,6,8,2,1,9,60,15,0,15,0,10,80,10,0,10,0,0,6,8,8,10,10,6,6,8,7,7,2,0,70,20,0,10,0,0,4,7,8,8,7,5,1,1,5,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7,5
"965",71,1,0,0,26,30,10,20,20,10,10,7,8,8,7,8,8,8,21,"","","",6,7,5,6,2,9,10,6,4,3,3,7,6,7,7,8,3,10,6,8,2,1,9,60,15,0,15,0,10,80,10,0,10,0,0,6,8,8,10,10,10,6,8,10,6,0,0,70,20,0,10,0,0,4,7,8,8,7,1,1,2,7,2,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,5
"966",71,1,0,0,24,5,15,45,25,0,10,1,7,5,3,5,1,1,21,"","","",6,7,5,6,2,9,10,6,4,3,3,7,6,7,7,8,3,10,6,8,2,1,9,60,15,0,15,0,10,80,10,0,10,0,0,6,8,8,10,10,6,4,6,7,0,0,0,70,20,0,10,0,0,4,7,8,8,7,3,1,3,6,1,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,6
"967",71,1,0,0,27,10,25,25,10,10,20,5,6,6,4,7,5,4,21,"","","",6,7,5,6,2,9,10,6,4,3,3,7,6,7,7,8,3,10,6,8,2,1,9,60,15,0,15,0,10,80,10,0,10,0,0,6,8,8,10,10,7,7,9,8,8,5,0,70,20,0,10,0,0,4,7,8,8,7,3,6,2,6,5,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5,3
"968",71,1,0,0,23,17,17,17,17,17,15,5,7,7,5,7,5,4,21,"","","",6,7,5,6,2,9,10,6,4,3,3,7,6,7,7,8,3,10,6,8,2,1,9,60,15,0,15,0,10,80,10,0,10,0,0,6,8,8,10,10,8,8,9,9,8,6,1,70,20,0,10,0,0,4,7,8,8,7,3,6,2,5,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6,7
"969",72,1,0,1,23,17,18,18,15,17,15,3,10,5,3,5,4,10,22,"","","",8,1,5,6,1,8,3,7,10,6,6,7,2,9,5,6,7,7,6,8,8,4,7,21,20,19,20,10,10,30,15,10,20,10,15,7,9,8,8,8,7,8,7,5,7,5,7,22,17,17,17,10,17,6,7,7,7,8,9,10,1,3,1,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4,3
"970",72,1,0,1,22,10,20,20,20,15,15,10,10,10,10,9,9,7,22,"","","",8,1,5,6,1,8,3,7,10,6,6,7,2,9,5,6,7,7,6,8,8,4,7,21,20,19,20,10,10,30,15,10,20,10,15,7,9,8,8,8,5,8,8,7,7,7,6,22,17,17,17,10,17,6,7,7,7,8,10,10,3,5,2,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9,9
"973",72,1,0,0,29,5,20,25,15,15,20,10,4,8,1,1,3,1,22,"","","",8,1,5,6,1,8,3,7,10,6,6,7,2,9,5,6,7,7,6,8,8,4,7,21,20,19,20,10,10,30,15,10,20,10,15,7,9,8,8,8,5,8,7,6,5,5,6,22,17,17,17,10,17,6,7,7,7,8,10,3,4,6,2,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5,4
"974",72,1,0,1,28,15,15,20,15,15,20,7,7,8,8,8,5,4,22,"","","",8,1,5,6,1,8,3,7,10,6,6,7,2,9,5,6,7,7,6,8,8,4,7,21,20,19,20,10,10,30,15,10,20,10,15,7,9,8,8,8,5,8,7,5,6,5,7,22,17,17,17,10,17,6,7,7,7,8,5,1,1,5,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7,5
"976",72,1,0,0,24,5,15,45,25,0,10,3,8,5,3,7,1,3,22,"","","",8,1,5,6,1,8,3,7,10,6,6,7,2,9,5,6,7,7,6,8,8,4,7,21,20,19,20,10,10,30,15,10,20,10,15,7,9,8,8,8,5,8,8,5,7,6,6,22,17,17,17,10,17,6,7,7,7,8,3,1,3,6,1,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,6
"977",72,1,0,0,27,10,25,25,10,10,20,6,6,7,6,6,6,4,22,"","","",8,1,5,6,1,8,3,7,10,6,6,7,2,9,5,6,7,7,6,8,8,4,7,21,20,19,20,10,10,30,15,10,20,10,15,7,9,8,8,8,6,7,8,4,7,6,5,22,17,17,17,10,17,6,7,7,7,8,3,6,2,6,5,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5,3
"978",72,1,0,0,23,17,17,17,17,17,15,7,7,7,7,6,7,5,22,"","","",8,1,5,6,1,8,3,7,10,6,6,7,2,9,5,6,7,7,6,8,8,4,7,21,20,19,20,10,10,30,15,10,20,10,15,7,9,8,8,8,5,7,7,7,6,7,7,22,17,17,17,10,17,6,7,7,7,8,3,6,2,5,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6,7
"979",73,1,0,1,23,17,18,18,15,17,15,4,10,9,8,9,7,8,22,"","","",7,3,6,4,2,9,9,7,6,5,4,4,6,6,5,5,5,7,7,6,4,1,2,30,10,20,30,0,10,20,10,20,30,10,10,7,7,8,7,8,7,7,6,5,4,5,5,50,10,10,25,5,0,7,8,9,8,8,9,10,1,3,1,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4,3
"980",73,1,0,1,22,10,20,20,20,15,15,10,10,10,10,10,9,7,22,"","","",7,3,6,4,2,9,9,7,6,5,4,4,6,6,5,5,5,7,7,6,4,1,2,30,10,20,30,0,10,20,10,20,30,10,10,7,7,8,7,8,6,8,6,6,6,5,6,50,10,10,25,5,0,7,8,9,8,8,10,10,3,5,2,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9,9
"983",73,1,0,0,29,5,20,25,15,15,20,7,10,10,9,0,4,4,22,"","","",7,3,6,4,2,9,9,7,6,5,4,4,6,6,5,5,5,7,7,6,4,1,2,30,10,20,30,0,10,20,10,20,30,10,10,7,7,8,7,8,4,7,6,6,7,5,7,50,10,10,25,5,0,7,8,9,8,8,10,3,4,6,2,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5,4
"985",73,1,0,0,26,30,10,20,20,10,10,7,8,8,7,9,7,8,22,"","","",7,3,6,4,2,9,9,7,6,5,4,4,6,6,5,5,5,7,7,6,4,1,2,30,10,20,30,0,10,20,10,20,30,10,10,7,7,8,7,8,7,7,7,6,5,5,6,50,10,10,25,5,0,7,8,9,8,8,1,1,2,7,2,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,5
"986",73,1,0,0,24,5,15,45,25,0,10,4,5,5,5,8,5,1,22,"","","",7,3,6,4,2,9,9,7,6,5,4,4,6,6,5,5,5,7,7,6,4,1,2,30,10,20,30,0,10,20,10,20,30,10,10,7,7,8,7,8,4,8,7,6,7,5,7,50,10,10,25,5,0,7,8,9,8,8,3,1,3,6,1,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,6
